Region,Product_Category,Campaign_Type,Product_Age_Months,Product_Price,Competitor_Price_Index,Advertising_Expenditure,Discount_Percentage,Campaign_Engagement_Score,Inventory_Level,Num_Reviews,Avg_Customer_Rating,Return_Rate,Length_Product_Description,Popularity,Sales
West,Mobile,Influencer,6,580.33,1.065,689.94,27.68,40.1,915,228,3.96,2.223,274,Low,26653.63
North,Tablet,Social Media,19,369.03,0.835,632.57,20.75,73.65,309,2989,4.39,3.264,283,Very High,38619.83
East,Tablet,Email,12,1027.75,1.093,557.31,28.76,38.54,442,812,4.13,2.442,299,Moderate,23217.91
West,Mobile,Social Media,6,387.48,0.928,699.21,25.83,92.09,1076,346,4.02,3.226,256,Very High,40000.0
North,Mobile,Search Ad,9,1164.12,1.01,682.37,36.44,64.12,663,355,3.87,2.532,320,Moderate,30100.17
East,Mobile,Search Ad,6,176.52,1.033,454.94,20.28,63.09,316,160,3.97,3.775,279,High,18549.7
South,Mobile,Influencer,12,1646.16,1.017,660.8,31.29,73.57,650,732,4.28,2.885,334,Very High,38106.35
West,Tablet,Influencer,23,830.94,0.991,574.86,29.25,58.28,499,488,3.79,2.817,158,Moderate,23695.63
West,Tablet,Search Ad,22,543.25,0.901,503.51,29.32,36.26,374,510,3.68,2.446,261,High,16421.33
West,Tablet,Search Ad,20,688.47,0.929,650.96,37.8,40.34,900,858,3.99,2.917,311,High,29541.17
East,Tablet,Social Media,10,1345.09,1.08,604.05,31.21,68.64,291,82,3.94,3.071,177,Very High,27477.92
West,Mobile,Email,19,1484.47,0.952,599.24,26.85,47.09,689,379,3.94,2.367,275,Low,19430.3
West,Mobile,Influencer,9,679.65,0.992,604.38,34.06,66.91,899,424,3.99,2.607,286,Very High,36138.08
South,Tablet,Social Media,7,411.29,0.881,646.66,28.84,65.93,641,173,4.11,3.1,355,Moderate,32180.83
West,Mobile,Email,6,1189.7,1.069,658.44,26.57,50.86,743,52,3.93,3.079,227,Low,20606.92
North,Tablet,Search Ad,12,1682.09,0.894,803.63,22.7,49.55,530,318,4.06,2.555,261,Moderate,32275.26
East,Mobile,Social Media,6,800.11,1.073,611.12,33.63,68.24,507,334,3.72,3.183,214,High,29528.1
South,Mobile,Search Ad,23,1284.66,0.915,505.39,31.98,42.28,675,348,3.89,2.456,239,Moderate,15480.81
North,Tablet,Search Ad,26,792.89,1.081,570.13,31.33,48.77,931,951,3.94,2.323,348,Very High,26753.57
North,Mobile,Social Media,5,793.46,1.001,693.22,34.18,68.25,734,200,3.72,3.487,246,Very High,33260.84
East,Tablet,Influencer,30,338.5,0.955,588.64,25.94,55.15,788,603,4.02,2.677,204,High,25454.26
South,Tablet,Social Media,14,743.77,1.128,505.79,33.63,26.7,1064,266,3.89,2.464,237,Low,16706.81
West,Tablet,Social Media,20,2000.0,0.994,591.85,35.97,68.39,914,203,3.94,2.967,216,High,24696.3
North,Tablet,Search Ad,10,244.79,0.971,555.72,23.6,61.09,370,315,3.98,2.978,221,High,23923.72
South,Mobile,Search Ad,17,1607.49,1.073,541.75,24.41,20.57,990,374,3.91,2.518,215,Very Low,5487.3
East,Tablet,Search Ad,11,1948.53,0.882,653.27,26.46,36.4,1044,497,4.07,2.532,217,High,23091.53
West,Mobile,Social Media,13,178.94,0.798,605.61,28.29,79.64,691,363,4.12,2.311,174,Very High,40000.0
South,Mobile,Search Ad,16,319.35,1.093,663.2,35.4,55.93,400,323,4.02,3.528,252,High,29506.05
East,Mobile,Email,6,1222.28,0.933,569.22,26.47,42.23,732,292,4.22,2.558,187,High,22765.78
West,Mobile,Influencer,2,780.69,1.069,704.82,39.48,59.39,915,198,3.89,2.443,319,Very High,35532.21
East,Mobile,Social Media,9,389.59,1.004,577.19,20.13,36.37,1032,222,3.76,2.717,229,Moderate,15591.38
South,Mobile,Search Ad,17,925.69,0.907,523.0,31.88,43.09,709,919,4.16,2.06,273,Very High,26670.96
North,Mobile,Email,1,668.03,1.049,549.26,26.98,54.1,270,267,4.19,1.959,273,High,31147.75
West,Tablet,Social Media,9,1739.3,0.967,516.8,34.86,50.97,370,131,3.87,2.821,134,Moderate,21208.75
North,Mobile,Social Media,4,1174.07,0.914,776.89,21.35,67.03,964,319,4.17,2.614,231,High,36144.29
West,Tablet,Influencer,15,1014.76,0.916,676.72,31.33,84.34,1317,675,4.03,2.843,355,Very High,40000.0
East,Tablet,Search Ad,9,759.76,0.861,546.08,26.9,37.72,734,546,4.03,2.885,200,High,22311.14
West,Tablet,Influencer,4,2000.0,1.032,656.79,34.87,65.42,1121,264,4.07,2.821,389,Very High,36600.34
West,Mobile,Social Media,12,51.32,0.925,413.09,23.02,56.25,553,389,3.91,3.751,282,Low,14188.03
West,Tablet,Social Media,10,465.35,0.997,732.99,27.38,46.68,552,581,4.21,3.421,280,High,33141.75
South,Mobile,Email,4,1905.79,0.985,726.85,24.53,51.05,181,353,4.21,2.838,263,Moderate,27169.45
West,Tablet,Influencer,3,1363.98,0.925,681.61,27.98,85.01,847,233,3.92,2.789,313,Very High,37043.79
South,Mobile,Social Media,2,39.33,0.878,634.42,23.51,48.87,601,364,3.99,3.409,316,Moderate,26110.82
East,Tablet,Influencer,11,181.44,1.203,545.58,26.05,67.89,914,224,4.11,2.929,247,High,27923.02
East,Tablet,Influencer,7,944.93,0.996,568.19,17.82,50.88,594,130,3.72,2.769,221,Low,15417.43
West,Mobile,Influencer,9,56.83,1.146,508.47,31.19,77.17,1446,897,4.11,3.675,160,Very High,30366.61
West,Mobile,Search Ad,9,1714.6,1.093,617.84,26.71,27.05,1380,835,3.77,2.616,298,Moderate,11963.78
West,Tablet,Search Ad,4,231.15,0.974,682.97,18.64,49.96,72,522,4.07,2.88,252,High,31766.23
South,Mobile,Search Ad,2,105.06,1.014,564.65,17.58,24.27,1031,194,3.89,3.1,196,Very Low,14391.19
South,Tablet,Email,15,503.58,1.012,616.89,23.92,34.51,524,266,3.87,2.549,212,Moderate,20039.8
West,Mobile,Search Ad,14,982.35,1.148,692.92,35.52,45.1,1048,252,3.76,2.655,244,Low,24820.52
South,Mobile,Email,10,682.44,1.066,463.09,34.56,36.21,470,523,3.88,2.819,187,High,15008.91
North,Tablet,Social Media,16,554.55,0.935,767.85,32.7,46.42,1158,346,4.02,2.732,251,High,37217.06
South,Tablet,Email,10,1793.66,1.028,710.05,23.17,46.67,1039,525,3.98,2.983,148,Moderate,23452.52
South,Tablet,Email,29,629.45,1.064,632.96,35.29,53.51,330,701,4.16,3.304,215,High,25056.08
South,Mobile,Social Media,6,617.81,0.906,695.52,26.0,36.82,807,390,4.08,2.465,176,Low,29006.81
South,Tablet,Social Media,4,868.05,1.04,704.78,31.99,50.58,787,834,4.16,2.515,260,High,35098.74
North,Mobile,Search Ad,7,26.21,1.108,616.99,30.89,82.61,1069,751,4.03,2.486,187,Very High,38719.52
North,Mobile,Email,8,833.28,0.931,710.59,26.16,52.74,857,484,4.03,2.177,213,Very High,35658.42
West,Tablet,Search Ad,3,825.34,0.942,574.94,32.24,24.43,968,138,3.76,2.767,388,Low,20883.19
South,Mobile,Email,5,907.47,1.093,634.91,33.94,29.03,839,883,3.83,2.931,302,Moderate,20852.05
South,Mobile,Search Ad,3,274.97,0.972,704.78,18.6,53.02,1037,148,4.09,3.259,285,Moderate,29531.28
East,Mobile,Search Ad,11,941.36,0.921,398.41,21.62,38.45,463,303,3.79,3.013,328,Moderate,7237.88
South,Tablet,Search Ad,8,871.35,1.071,647.21,23.7,41.28,732,627,3.82,3.216,280,Very High,22217.3
West,Mobile,Search Ad,5,42.66,1.046,651.91,34.15,80.57,1194,166,4.04,3.719,161,High,40000.0
West,Tablet,Social Media,36,381.46,1.008,479.72,24.9,80.76,1149,757,4.06,3.023,166,Very High,22815.13
North,Mobile,Search Ad,21,1736.24,1.09,653.74,42.0,50.9,910,383,3.95,2.404,80,High,27284.2
South,Tablet,Social Media,5,1014.45,1.096,566.82,24.56,61.89,711,374,4.28,2.683,261,High,27526.04
West,Tablet,Social Media,35,213.99,0.993,644.45,23.93,65.86,1137,1348,4.01,3.47,182,Very High,31668.15
West,Mobile,Search Ad,7,1269.17,1.158,613.32,36.16,64.61,831,507,4.08,2.642,213,Very High,31923.8
East,Mobile,Email,9,188.85,1.127,506.45,33.75,33.08,1192,246,3.92,3.143,228,Low,18547.69
East,Mobile,Search Ad,28,1515.96,0.841,715.12,35.82,80.58,829,313,4.16,2.362,210,High,38625.71
North,Mobile,Search Ad,27,1400.59,0.918,590.34,36.24,48.98,872,1240,3.98,2.649,246,Very High,27203.09
West,Tablet,Social Media,9,1969.16,0.82,672.92,24.11,60.68,420,314,3.96,2.92,230,Very High,31340.8
South,Mobile,Email,5,1398.94,0.974,713.9,33.07,50.57,498,73,3.95,2.451,224,Low,26596.67
West,Tablet,Email,7,162.24,0.903,508.23,25.96,37.48,1024,400,3.77,3.031,152,Moderate,17346.75
East,Mobile,Influencer,8,1224.02,0.935,670.57,27.61,63.69,1360,68,3.75,3.035,263,Moderate,29103.16
East,Mobile,Search Ad,2,280.07,1.087,559.54,28.33,30.86,891,122,3.89,2.93,383,Low,18615.42
East,Tablet,Email,13,630.88,0.86,570.1,34.14,18.75,692,476,4.06,2.661,265,High,25813.97
South,Mobile,Social Media,5,1245.65,1.01,807.89,30.86,60.38,1157,164,3.93,2.733,389,High,37561.1
North,Mobile,Search Ad,15,938.18,1.01,650.18,19.91,36.55,958,330,3.91,2.713,213,Moderate,17250.54
South,Mobile,Influencer,3,1333.75,0.993,697.43,33.0,69.9,164,294,4.15,2.32,232,Very High,37194.78
North,Mobile,Email,5,205.1,1.01,624.44,29.97,51.29,1148,664,3.99,3.764,247,High,25529.99
West,Mobile,Social Media,21,634.44,0.821,656.38,29.88,56.24,472,610,4.11,2.712,237,Very High,36499.47
South,Mobile,Influencer,10,304.79,0.935,503.64,27.38,71.75,857,334,4.34,2.732,320,Very High,32609.28
North,Tablet,Email,36,1256.19,1.123,789.38,36.04,54.69,612,693,3.95,2.801,112,Very High,32124.15
West,Mobile,Social Media,16,179.81,0.904,494.81,17.98,26.5,674,565,3.91,3.854,220,Moderate,10505.16
West,Mobile,Influencer,6,284.93,1.133,787.88,26.57,62.15,874,530,4.07,3.132,351,Very High,39656.49
West,Mobile,Search Ad,22,580.26,0.887,655.21,30.15,66.31,1119,407,4.2,3.047,217,Very High,37537.3
West,Mobile,Social Media,13,1087.75,0.878,646.39,29.55,31.03,869,150,3.88,2.332,306,Moderate,24644.61
North,Tablet,Email,21,290.43,0.924,559.95,24.65,40.04,1149,613,4.06,2.81,285,Moderate,20887.19
South,Tablet,Email,30,2000.0,1.09,820.0,37.71,64.1,1185,356,4.05,1.866,243,High,37957.71
West,Mobile,Social Media,12,395.89,0.956,665.07,23.11,89.04,1302,358,4.06,3.8,268,Very High,35974.71
East,Tablet,Influencer,23,142.52,1.028,647.55,32.19,76.02,724,389,3.99,2.561,243,High,37670.4
North,Mobile,Social Media,11,669.54,1.006,579.91,33.06,55.24,721,285,3.9,2.781,116,Moderate,25210.42
West,Mobile,Search Ad,3,1004.41,0.996,562.69,35.34,55.15,850,174,4.33,3.027,277,Moderate,27020.14
South,Mobile,Influencer,17,115.93,1.102,649.6,39.23,37.71,1186,878,3.82,3.616,210,Moderate,23717.1
South,Mobile,Social Media,28,350.94,1.062,541.27,41.24,40.42,1169,695,3.81,3.415,163,High,21387.72
East,Mobile,Email,1,1373.7,0.909,662.59,22.25,53.67,107,25,3.97,3.12,272,High,24907.02
East,Mobile,Search Ad,5,901.22,0.978,561.18,30.62,49.08,949,692,4.03,2.395,268,High,28205.75
East,Mobile,Influencer,4,1671.03,1.139,760.16,27.63,67.86,173,202,4.05,2.796,309,Very High,30464.04
North,Tablet,Influencer,20,436.75,1.026,731.22,42.0,67.27,734,344,3.91,3.174,232,High,37981.53
West,Mobile,Email,9,792.34,0.879,591.0,32.69,44.84,707,358,3.83,2.722,301,High,26938.82
South,Mobile,Search Ad,5,582.92,0.885,652.25,35.98,53.92,617,159,3.92,2.773,249,High,27412.98
North,Tablet,Search Ad,30,798.05,1.071,660.99,36.58,39.42,986,528,4.07,3.012,269,High,26322.06
West,Mobile,Influencer,5,970.0,1.056,547.35,18.22,48.92,672,478,3.86,3.296,275,Low,14422.54
West,Mobile,Email,12,1929.24,0.926,758.98,26.24,34.49,857,405,3.95,2.592,166,Low,26628.54
West,Tablet,Search Ad,26,870.59,1.06,591.69,30.25,40.2,470,534,3.9,2.339,271,Very High,22149.5
West,Tablet,Influencer,16,1705.82,1.128,736.17,29.93,79.21,761,224,3.84,2.475,254,Moderate,32994.07
East,Tablet,Social Media,7,973.53,1.117,687.31,32.06,55.72,1018,217,3.81,3.465,231,Moderate,28233.01
East,Tablet,Social Media,10,921.13,1.128,429.1,33.31,54.54,485,1232,4.19,3.035,255,Very High,22462.15
North,Tablet,Email,17,1196.0,1.044,551.76,16.42,40.09,926,282,3.86,2.366,406,Moderate,15633.68
South,Tablet,Social Media,3,1458.58,0.986,707.32,25.86,52.23,756,264,4.11,3.154,129,High,29012.61
South,Mobile,Social Media,16,110.59,0.968,615.41,25.45,39.87,874,426,3.95,2.936,240,Moderate,25235.44
South,Mobile,Influencer,2,1970.2,0.999,741.46,35.27,60.2,758,5,3.79,3.03,298,High,35954.13
West,Mobile,Social Media,3,827.05,0.93,633.58,31.5,57.87,1084,886,4.11,2.324,171,Very High,36724.44
East,Mobile,Social Media,2,1509.34,0.971,739.56,27.44,66.67,1055,10,3.87,3.498,271,Moderate,30827.48
North,Tablet,Search Ad,33,1185.22,1.102,628.2,36.06,53.12,701,657,3.97,2.471,267,Moderate,22495.41
South,Tablet,Email,11,1954.32,0.871,734.92,20.04,56.29,799,559,4.15,2.178,149,Moderate,33008.71
East,Mobile,Social Media,5,342.15,0.877,537.13,29.21,30.75,1075,487,3.78,3.144,212,Low,19029.28
North,Mobile,Search Ad,18,1901.54,1.066,624.62,31.76,61.43,1017,640,3.98,3.583,359,High,21958.65
West,Tablet,Influencer,20,1673.08,0.972,632.34,26.06,43.24,651,577,3.85,2.846,149,High,25353.21
East,Mobile,Search Ad,7,544.56,0.846,636.07,35.83,64.6,1198,289,3.85,2.395,221,Very High,35109.03
East,Tablet,Search Ad,2,916.7,0.995,590.87,28.23,54.18,991,698,3.96,2.402,238,Very High,30140.58
East,Mobile,Email,6,1994.73,0.984,603.52,25.75,19.22,1472,714,3.83,2.157,248,Low,12184.18
West,Mobile,Influencer,7,727.52,0.966,602.62,26.24,66.21,405,285,3.97,2.86,222,High,27319.83
South,Mobile,Email,1,523.21,1.055,552.65,32.51,56.07,1064,238,4.05,2.177,253,High,25609.04
East,Mobile,Search Ad,10,388.22,0.893,600.72,28.24,64.45,1194,346,3.91,3.6,246,Very High,28814.54
East,Tablet,Social Media,3,1829.35,1.001,486.54,27.19,37.68,1031,88,3.73,3.116,292,Moderate,13516.48
South,Tablet,Influencer,4,1113.59,0.983,483.36,21.2,52.18,667,42,4.01,2.608,300,Moderate,17870.43
West,Tablet,Search Ad,6,2000.0,1.003,641.73,22.3,57.31,345,117,3.87,3.174,275,Moderate,20090.12
West,Mobile,Search Ad,10,624.48,0.861,385.2,26.06,47.36,1306,680,4.22,2.82,263,High,18482.44
East,Mobile,Social Media,21,1928.46,0.958,634.97,30.8,60.68,720,431,3.96,2.733,151,Very High,30273.18
West,Tablet,Social Media,19,1325.74,1.002,606.99,29.71,48.25,654,720,3.99,2.388,255,Moderate,23854.28
West,Tablet,Search Ad,14,1822.77,1.043,676.46,28.22,64.35,1339,511,3.75,2.97,317,Moderate,20227.37
East,Mobile,Search Ad,5,112.47,1.148,541.71,27.83,58.25,491,220,3.83,3.412,148,Moderate,20657.52
West,Mobile,Email,2,1550.62,1.064,737.67,40.27,51.63,1097,41,3.66,3.06,166,High,28496.82
East,Tablet,Influencer,29,851.97,1.037,729.6,35.97,54.88,521,623,4.05,2.643,340,High,34191.28
East,Mobile,Influencer,16,275.7,1.102,528.08,36.32,46.63,635,1001,4.03,3.244,155,Very High,24644.67
East,Mobile,Social Media,1,861.44,0.976,604.2,30.5,71.63,909,564,4.12,2.672,242,Very High,37073.43
West,Mobile,Influencer,9,1791.76,1.124,804.59,32.48,79.82,1056,472,4.16,3.015,214,Very High,40000.0
North,Mobile,Search Ad,2,512.2,1.09,548.46,32.91,46.79,1136,469,4.09,2.141,337,High,25166.82
West,Tablet,Social Media,16,1950.19,0.964,646.67,30.51,53.21,1054,362,3.95,2.334,267,High,26485.63
West,Tablet,Social Media,7,405.63,1.154,729.25,31.3,36.75,535,176,3.92,3.232,297,Moderate,28399.1
North,Mobile,Search Ad,17,1365.84,1.036,579.8,26.18,45.48,528,258,4.02,2.37,251,High,21402.4
West,Mobile,Search Ad,9,102.35,1.175,685.09,32.74,37.67,761,389,3.85,3.329,372,Low,22386.61
North,Mobile,Social Media,3,586.31,1.024,548.1,29.38,53.12,961,182,3.84,2.372,202,Moderate,21640.19
South,Mobile,Search Ad,5,1375.66,0.955,392.26,19.86,51.78,800,446,4.17,2.197,269,High,15979.47
West,Mobile,Search Ad,15,1636.77,0.939,727.29,31.13,41.86,50,271,3.72,3.567,326,Low,23434.17
North,Mobile,Search Ad,1,1718.58,0.972,665.91,21.65,52.29,330,6,3.99,2.577,340,Low,18968.99
West,Mobile,Email,5,1761.87,0.954,657.13,26.23,59.05,790,447,4.04,2.212,231,High,28263.59
West,Mobile,Influencer,4,1722.56,1.102,593.46,30.42,60.25,1108,343,3.86,2.708,122,High,24062.37
East,Mobile,Social Media,7,1253.62,0.998,554.51,21.72,42.38,598,126,3.84,3.125,224,Very Low,15960.65
North,Mobile,Social Media,12,612.31,0.871,713.51,29.89,58.77,1073,1295,4.06,3.03,356,Very High,37345.38
South,Mobile,Social Media,17,659.44,1.017,641.96,31.4,68.28,426,389,4.05,2.104,201,Very High,34366.01
East,Mobile,Social Media,2,246.87,1.01,604.03,29.14,56.91,934,383,4.03,2.861,266,High,27582.46
West,Tablet,Influencer,16,724.78,0.963,676.62,27.11,60.15,816,908,4.06,2.686,229,High,32789.41
East,Mobile,Social Media,2,1221.17,1.021,755.55,29.73,75.51,996,31,4.02,2.624,244,Very High,40000.0
South,Mobile,Search Ad,7,296.95,0.996,657.43,25.78,56.66,568,715,4.11,2.513,329,High,30656.13
East,Tablet,Email,12,494.05,1.051,550.9,26.07,25.61,291,525,4.0,2.647,264,Low,16564.04
East,Tablet,Social Media,14,271.73,1.046,501.7,17.67,53.89,951,259,4.15,2.671,375,Moderate,20990.58
West,Mobile,Influencer,19,1146.01,1.029,715.26,30.86,75.33,417,494,4.17,1.911,309,High,35869.79
North,Tablet,Search Ad,21,607.38,0.896,532.44,34.0,30.55,516,873,3.98,2.504,256,Moderate,18273.34
West,Mobile,Social Media,3,68.64,1.17,514.92,23.37,18.38,1264,525,3.99,3.575,242,Low,10477.51
East,Mobile,Search Ad,23,1531.33,0.876,731.95,31.05,41.25,909,636,4.03,2.396,269,Very High,30514.44
West,Mobile,Social Media,9,1914.98,0.99,719.92,29.27,57.42,967,117,3.98,3.043,172,Moderate,29100.9
South,Tablet,Social Media,1,956.34,0.912,659.89,32.19,70.0,921,111,3.89,2.737,182,Moderate,32089.66
East,Tablet,Search Ad,14,1362.1,1.032,523.89,29.17,33.32,911,350,3.95,2.621,295,High,19146.88
West,Mobile,Search Ad,6,398.21,1.011,744.9,27.52,61.6,854,355,3.75,2.742,305,Moderate,35312.55
North,Mobile,Social Media,12,1324.58,0.986,719.45,30.12,21.37,599,909,4.09,2.996,166,High,30109.83
West,Tablet,Influencer,7,718.07,1.121,634.49,27.8,60.84,1518,301,4.03,2.67,301,Moderate,28763.69
East,Mobile,Search Ad,3,1346.74,1.089,581.41,25.37,41.14,775,97,3.9,2.16,237,Low,19485.2
North,Mobile,Social Media,12,1464.96,0.974,646.51,28.73,82.58,956,163,3.98,2.798,196,High,31902.01
South,Tablet,Search Ad,6,1845.13,1.064,595.32,32.05,24.33,868,48,3.95,2.479,228,Low,18469.85
East,Tablet,Search Ad,2,149.35,1.125,773.23,26.98,55.32,585,84,4.17,3.052,303,Moderate,37150.92
North,Tablet,Search Ad,7,766.12,1.088,579.01,37.66,25.08,617,363,3.95,2.769,286,High,20575.14
East,Tablet,Social Media,3,504.05,0.989,533.66,28.77,43.08,1172,130,4.15,3.471,266,Low,26093.57
South,Mobile,Search Ad,5,1080.19,0.873,743.84,35.1,34.35,646,554,4.05,2.22,271,High,36152.9
East,Tablet,Email,33,1953.4,1.026,575.45,22.28,71.2,860,610,3.96,2.878,177,High,22878.84
North,Mobile,Influencer,5,1791.64,1.053,745.33,39.3,62.08,1120,580,4.08,3.059,282,Very High,37381.66
West,Mobile,Search Ad,6,974.11,0.938,668.46,30.41,49.01,798,188,3.99,3.539,220,Low,26667.34
West,Mobile,Email,3,895.31,1.002,593.01,30.58,43.85,833,330,3.85,3.122,373,High,23808.04
West,Mobile,Search Ad,12,920.67,0.993,535.41,34.64,32.23,1138,393,3.88,2.86,224,High,22060.97
West,Mobile,Influencer,10,697.9,1.111,654.5,32.41,74.41,820,1369,4.1,2.676,386,Very High,36658.06
North,Mobile,Influencer,10,627.29,1.148,563.21,26.95,63.37,258,606,4.04,3.165,238,Very High,26378.2
West,Tablet,Social Media,9,1902.45,1.094,647.96,37.86,69.85,1176,321,3.98,2.564,242,Very High,33195.11
North,Mobile,Email,10,1157.97,0.993,665.3,25.96,30.53,577,341,3.95,2.964,230,High,20942.63
North,Mobile,Search Ad,27,1714.38,1.092,768.14,30.43,71.01,922,364,4.07,3.369,170,Very High,36243.42
South,Tablet,Email,16,1114.28,1.052,515.49,30.71,54.21,358,524,4.15,2.507,330,Moderate,22464.28
East,Mobile,Influencer,4,1786.17,0.994,662.26,26.79,56.44,712,1146,4.15,1.84,254,Very High,31589.1
West,Mobile,Email,4,681.29,1.167,551.0,31.24,54.34,733,127,3.87,2.44,287,High,24040.26
East,Mobile,Social Media,8,497.92,0.941,640.85,28.95,58.65,911,420,4.25,2.578,348,High,31633.87
South,Mobile,Social Media,3,1231.69,1.048,513.35,35.28,30.42,606,200,3.82,2.483,240,Moderate,18621.73
South,Mobile,Social Media,11,537.47,1.067,545.53,34.78,50.07,1435,704,3.96,2.556,242,High,24914.17
West,Mobile,Search Ad,1,353.41,0.977,465.41,20.89,33.69,867,52,3.96,3.075,257,Low,13386.97
South,Mobile,Social Media,14,761.54,1.045,509.69,26.92,49.74,1116,249,4.3,2.636,168,Low,20209.61
East,Mobile,Email,10,1992.95,1.076,569.01,30.36,56.54,857,91,4.0,2.319,135,Moderate,18150.85
North,Mobile,Social Media,26,132.11,1.02,744.58,27.76,38.1,1149,402,3.87,3.037,155,High,30575.56
West,Mobile,Search Ad,3,1544.8,1.038,654.79,25.97,44.13,251,341,3.76,3.31,325,Low,19257.23
East,Tablet,Email,11,1411.55,1.008,614.25,22.97,32.55,536,134,3.69,2.698,228,Very Low,16459.31
South,Tablet,Search Ad,25,1670.5,1.064,737.5,34.95,46.01,589,533,3.98,2.918,297,High,27722.25
North,Mobile,Search Ad,6,1080.18,0.982,647.45,26.8,39.1,706,599,4.04,2.627,232,Very High,27426.81
East,Mobile,Search Ad,3,1750.66,0.975,669.72,23.78,50.84,1010,6,3.76,2.81,150,Low,21958.9
East,Tablet,Influencer,20,873.98,1.002,624.39,32.53,66.17,910,288,4.03,2.887,302,High,32237.19
South,Mobile,Influencer,5,98.58,1.095,594.18,32.64,62.57,839,1385,3.97,2.519,193,Very High,30835.55
West,Mobile,Influencer,2,1340.28,0.86,567.6,27.13,57.71,846,297,3.87,2.896,284,Moderate,20695.6
North,Mobile,Social Media,10,856.45,0.927,578.75,38.71,63.13,1568,202,4.06,2.801,305,Very High,37056.12
South,Tablet,Email,14,1188.75,1.182,581.71,42.0,78.04,834,231,3.94,2.989,245,Very High,29510.17
West,Tablet,Social Media,15,987.31,1.022,657.3,31.68,58.38,95,1396,4.27,2.33,277,Very High,40000.0
South,Mobile,Influencer,4,202.37,0.967,644.51,23.38,70.98,1083,160,3.93,3.199,160,Moderate,28057.65
East,Tablet,Influencer,21,2000.0,1.064,657.79,34.12,73.85,902,603,4.19,1.659,429,Very High,38805.57
South,Mobile,Influencer,19,1629.41,0.937,605.91,25.3,79.62,1196,265,4.3,2.206,275,High,33529.44
South,Tablet,Email,12,42.46,0.832,610.86,21.3,49.9,914,326,3.88,3.295,296,Low,23734.69
West,Mobile,Influencer,3,1517.5,1.028,636.56,20.13,45.47,598,591,4.28,2.969,306,High,25374.05
South,Mobile,Social Media,8,1904.96,0.942,678.21,26.3,60.01,1118,64,3.96,3.324,239,Low,22890.23
West,Tablet,Email,2,935.44,1.008,445.52,20.7,38.27,769,167,3.84,2.642,253,Low,10928.48
South,Mobile,Social Media,6,1125.26,1.026,659.67,32.2,67.46,1163,219,3.96,2.984,315,High,30998.21
South,Mobile,Email,12,414.75,1.011,646.88,23.41,33.47,1309,459,3.89,3.175,225,High,21005.41
North,Tablet,Search Ad,12,2000.0,0.863,686.56,30.04,68.93,705,112,4.16,1.972,272,High,32978.51
East,Mobile,Social Media,3,269.9,1.002,598.2,29.28,53.35,1114,224,4.12,3.278,277,High,27513.77
South,Mobile,Social Media,8,780.89,1.036,698.41,35.3,70.38,1160,254,4.16,3.179,202,High,34491.55
West,Mobile,Search Ad,12,1044.73,0.888,514.15,28.39,48.27,906,112,3.78,2.67,276,Low,18490.69
East,Tablet,Influencer,9,1658.38,0.878,672.35,29.67,62.32,1308,191,4.0,2.332,143,High,30876.83
West,Tablet,Search Ad,11,1736.06,0.914,615.72,30.19,52.36,1043,843,3.85,2.779,305,Very High,24411.6
North,Mobile,Social Media,9,734.76,1.06,707.08,38.48,69.49,690,238,4.13,2.516,345,High,37271.72
