ApplicationID,Age,Gender,MaritalStatus,Dependents,EducationLevel,State,ResidenceType,YearsAtCurrentResidence,EmploymentType,Employed,EmploymentLengthYears,AnnualIncome,IncomeVerified,CreditScore,CreditHistoryMonths,ExistingLoanAccounts,ExistingCreditCards,TotalMonthlyDebtPayment,DebtToIncomeRatio,RevolvingUtilization,PriorDefault,BankruptcyLast7Years,EnquiriesLast6Months,Approval
LHB-2403706,38,Male,Married,2,Bachelor's,MD,Rent,1.0,Contract,1,1.0,98.0,1,600,166,1,2,1853.0,0.227,0.6833,0,0,3,No
LHB-2402163,48,Female,Single,0,Master's,NM,Rent,7.0,Salaried-Private,1,1.0,147.2,1,663,266,5,2,4151.0,0.264,0.527,0,0,1,Yes
LHB-2405196,41,Female,Married,6,Bachelor's,NC,Own (with mortgage),4.0,Salaried-Private,1,4.0,86.8,1,616,206,1,2,744.0,0.103,0.227,0,0,3,Yes
LHB-2403444,53,Female,Married,5,High School,PA,Own (with mortgage),2.0,Salaried-Government,1,1.0,52.2,1,631,325,0,2,719.0,0.165,0.6833,0,0,0,No
LHB-2406076,65,Female,Single,1,Master's,KY,Own (with mortgage),10.0,Retired,0,0.0,74.3,1,717,436,0,2,939.0,0.152,0.253,0,0,3,Yes
LHB-2401591,23,Male,Married,4,Bachelor's,VA,Rent,3.0,Contract,1,1.0,65.1,1,627,41,0,1,813.0,0.15,0.104,0,0,1,Yes
LHB-2402464,32,Male,Married,3,Bachelor's,WV,Own (with mortgage),1.0,Salaried-Private,1,3.0,51.9,1,731,131,1,6,2029.0,0.469,0.145,0,0,3,Yes
LHB-2405060,27,Male,Single,0,High School,FL,Own (with mortgage),5.0,Unemployed,0,0.0,12.0,1,617,65,1,4,1021.0,0.852,0.557,0,0,1,No
LHB-2407887,23,Female,Married,0,High School,TN,Rent,3.0,Contract,1,1.0,20.9,1,597,32,1,3,1103.0,0.633,0.027,0,0,2,No
LHB-2403184,48,Male,Married,3,High School,ID,Own (outright),3.0,Contract,1,7.0,51.9,1,595,274,3,3,1745.0,0.403,0.313,1,0,2,No
LHB-2405993,36,Female,Single,0,High School,KY,Rent,8.0,Salaried-Government,1,12.0,44.6,0,604,130,3,1,1482.0,0.399,0.151,0,0,0,Yes
LHB-2407019,41,Male,Married,2,Master's,DC,Own (with mortgage),4.0,Self-Employed,1,1.0,80.3,1,672,196,3,1,1619.0,0.242,0.278,0,0,3,Yes
LHB-2404648,42,Male,Married,1,Bachelor's,ME,Own (outright),2.0,Salaried-Government,1,2.0,38.6,0,623,170,1,1,937.0,0.291,0.6833,0,0,0,No
LHB-2407358,24,Female,Married,4,Master's,MT,Rent,1.0,Salaried-Private,1,0.0,74.9,1,633,91,1,1,578.0,0.093,0.164,0,0,0,Yes
LHB-2400946,44,Female,Single,0,Bachelor's,SC,Rent,4.0,Salaried-Private,1,0.0,69.0,1,686,262,0,2,730.0,0.127,0.368,0,0,1,Yes
LHB-2402156,44,Male,Married,1,Bachelor's,FL,Rent,3.0,Salaried-Government,1,19.0,107.5,1,645,186,2,4,2202.0,0.242,0.494,0,0,0,Yes
LHB-2402424,41,Female,Married,2,High School,FL,Own (with mortgage),1.0,Salaried-Private,1,3.0,50.4,1,648,229,2,3,1463.0,0.348,0.535,0,0,2,Yes
LHB-2407051,61,Female,Married,2,High School,TN,Own (with mortgage),17.0,Self-Employed,1,2.0,105.9,1,652,381,1,3,2056.0,0.233,0.49,0,0,1,Yes
LHB-2406876,29,Female,Divorced,2,Bachelor's,NC,Own (outright),9.0,Salaried-Government,1,7.0,32.6,1,508,111,0,2,267.0,0.098,0.006,0,0,0,Yes
LHB-2402744,52,Female,Widowed,2,Bachelor's,MS,Own (outright),12.0,Salaried-Government,1,1.0,83.3,1,686,276,1,1,1555.0,0.224,0.417,0,0,5,Yes
LHB-2406731,39,Male,Single,1,Master's,NE,Own (outright),9.0,Self-Employed,1,0.0,118.0,0,702,176,0,2,843.0,0.086,0.491,0,0,0,Yes
LHB-2402794,53,Female,Single,0,Doctorate,SC,Own (with mortgage),7.0,Self-Employed,1,16.0,147.2,1,635,320,3,3,4594.0,0.304,0.106,0,0,0,Yes
LHB-2406921,23,Male,Divorced,1,Associate Degree,KY,Own (with mortgage),11.0,Salaried-Private,1,1.0,29.7,1,714,82,1,1,305.0,0.123,0.558,0,0,8,Yes
LHB-2401900,33,Female,Single,0,High School,KY,Own (with mortgage),5.0,Salaried-Private,1,0.0,51.9,1,740,127,1,1,861.0,0.199,0.078,0,0,3,Yes
LHB-2407131,42,Male,Widowed,2,Master's,MS,Own (with mortgage),5.0,Salaried-Government,1,1.0,102.9,1,760,202,1,3,1958.0,0.242,0.145,0,0,4,Yes
LHB-2405715,37,Female,Married,1,Doctorate,FL,Live with Family,3.0,Salaried-Government,1,2.0,93.7,1,666,145,0,1,1401.0,0.179,0.037,0,0,1,Yes
LHB-2401000,39,Male,Divorced,1,Bachelor's,FL,Own (with mortgage),5.0,Salaried-Private,1,0.0,36.0,1,547,166,0,2,543.0,0.181,0.36,0,0,2,No
LHB-2406317,34,Female,Married,4,Associate Degree,FL,Live with Family,4.0,Salaried-Government,1,11.0,68.4,1,588,110,2,1,1623.0,0.285,0.055,0,0,6,No
LHB-2400607,45,Male,Single,0,Associate Degree,WV,Own (outright),2.0,Unemployed,0,0.0,12.0,1,622,259,4,0,871.0,0.852,0.657,0,0,1,No
LHB-2401561,42,Female,Single,0,Bachelor's,SC,Own (with mortgage),22.0,Salaried-Private,1,20.0,145.5,1,657,205,1,3,2609.0,0.215,0.271,0,0,0,Yes
LHB-2405240,50,Male,Married,6,Bachelor's,AR,Rent,15.0,Salaried-Government,1,3.0,99.8,1,652,289,0,3,1516.0,0.182,0.628,0,0,1,Yes
LHB-2403991,28,Male,Single,0,Master's,NC,Own (with mortgage),1.0,Salaried-Government,1,3.0,140.5,0,545,87,5,4,2044.0,0.175,0.0,1,0,0,No
LHB-2407765,40,Female,Single,3,Bachelor's,KY,Rent,1.0,Salaried-Government,1,0.0,53.9,1,529,218,0,2,605.0,0.135,0.102,1,0,2,No
LHB-2405362,63,Others,Single,0,Bachelor's,NH,Live with Family,4.0,Salaried-Private,1,19.0,54.8,1,591,430,1,2,1108.0,0.243,0.517,0,0,5,No
LHB-2400378,59,Male,Single,0,Doctorate,WV,Own (with mortgage),11.0,Salaried-Private,1,2.0,147.2,1,704,346,2,2,1461.0,0.095,0.144,0,0,0,Yes
LHB-2407766,47,Female,Married,3,Bachelor's,MS,Own (with mortgage),4.0,Salaried-Private,1,0.0,97.1,0,629,270,2,3,2280.0,0.282,0.351,0,0,3,No
LHB-2406367,28,Others,Married,2,High School,AL,Own (with mortgage),2.0,Salaried-Private,1,0.0,38.5,1,589,78,1,2,741.0,0.231,0.422,0,0,2,No
LHB-2406845,48,Male,Single,0,Bachelor's,TX,Own (outright),2.0,Salaried-Government,1,1.0,62.8,0,698,249,0,1,1138.0,0.217,0.176,0,0,0,Yes
LHB-2403732,74,Female,Married,1,Bachelor's,MN,Rent,5.0,Retired,0,0.0,65.3,0,763,578,0,3,1081.0,0.199,0.6833,0,0,6,Yes
LHB-2402158,48,Female,Married,4,Bachelor's,ND,Own (with mortgage),13.0,Salaried-Private,1,7.0,54.7,0,649,222,1,2,1224.0,0.269,0.388,0,0,2,Yes
LHB-2404426,42,Female,Married,1,Bachelor's,FL,Own (with mortgage),4.0,Salaried-Private,1,5.0,45.6,1,645,223,1,4,1408.0,0.371,0.178,0,0,0,Yes
LHB-2403111,55,Male,Single,0,High School,GA,Own (with mortgage),4.0,Salaried-Private,1,7.0,54.3,1,662,331,2,3,2000.0,0.442,0.316,0,0,0,Yes
LHB-2402921,43,Male,Married,1,High School,MD,Own (with mortgage),12.0,Salaried-Private,1,1.0,53.4,1,655,268,2,1,1187.0,0.267,0.592,0,0,2,Yes
LHB-2406800,34,Female,Married,2,Bachelor's,NC,Rent,23.0,Salaried-Government,1,2.0,132.8,1,659,135,4,3,2666.0,0.241,0.442,0,0,1,Yes
LHB-2405884,49,Female,Married,0,Master's,AL,Rent,5.0,Salaried-Private,1,1.0,53.4,1,725,284,4,0,1783.0,0.401,0.325,0,0,0,Yes
LHB-2401450,36,Male,Single,0,Master's,UT,Rent,10.0,Salaried-Private,1,11.0,66.2,1,643,128,0,2,570.0,0.103,0.316,1,0,0,Yes
LHB-2405563,24,Male,Married,3,Associate Degree,MS,Rent,1.0,Salaried-Private,1,1.0,42.7,1,557,24,3,3,2311.0,0.649,0.629,0,0,0,No
LHB-2403809,45,Male,Married,5,Bachelor's,DC,Rent,2.0,Salaried-Government,1,1.0,84.4,1,615,244,1,2,1228.0,0.175,0.353,0,0,0,Yes
LHB-2401417,52,Female,Single,1,Bachelor's,DC,Own (with mortgage),9.0,Self-Employed,1,1.0,98.9,0,738,328,1,2,1697.0,0.206,0.212,0,0,1,Yes
LHB-2402738,69,Male,Married,0,Bachelor's,MT,Own (with mortgage),5.0,Retired,0,0.0,34.0,1,623,428,3,5,2016.0,0.712,0.189,1,0,2,No
LHB-2403831,66,Female,Single,0,Associate Degree,GA,Live with Family,6.0,Unemployed,0,0.0,12.0,1,512,428,2,3,909.0,0.852,0.253,0,1,0,No
LHB-2404009,54,Male,Married,1,Master's,GA,Own (with mortgage),10.0,Salaried-Private,1,0.0,44.7,1,686,321,0,1,322.0,0.086,0.241,0,0,2,Yes
LHB-2407901,50,Male,Divorced,0,Bachelor's,SC,Rent,7.0,Self-Employed,1,0.0,72.9,1,708,261,0,2,1058.0,0.174,0.341,0,0,0,Yes
LHB-2402733,34,Female,Married,4,Associate Degree,CA,Rent,2.0,Salaried-Private,1,12.0,52.8,1,640,175,1,3,958.0,0.218,0.225,0,0,2,Yes
LHB-2405965,55,Male,Single,0,Master's,WI,Own (with mortgage),6.0,Salaried-Private,1,1.0,76.3,1,657,338,2,4,1784.0,0.281,0.59,0,0,2,Yes
LHB-2404197,20,Female,Single,0,Bachelor's,DC,Rent,2.0,Salaried-Private,1,1.0,52.3,0,674,16,4,4,1755.0,0.852,0.447,0,0,5,No
LHB-2400078,48,Female,Married,2,Doctorate,VT,Rent,5.0,Salaried-Private,1,4.0,147.2,1,804,288,2,1,2991.0,0.241,0.253,0,0,0,Yes
LHB-2407380,39,Male,Married,4,Bachelor's,SC,Rent,21.0,Salaried-Government,1,0.0,85.0,1,562,199,1,1,1597.0,0.225,0.6833,0,0,5,No
LHB-2402297,31,Female,Single,0,Bachelor's,MD,Rent,3.0,Salaried-Government,1,1.0,96.1,1,647,125,0,2,1340.0,0.167,0.0,0,0,1,Yes
LHB-2407247,45,Female,Widowed,0,Bachelor's,MS,Own (with mortgage),19.0,Salaried-Private,1,2.0,68.8,1,563,232,1,2,1115.0,0.194,0.463,0,0,3,Yes
LHB-2402670,48,Male,Single,0,High School,VA,Own (outright),2.0,Salaried-Private,1,3.0,31.7,1,555,286,0,0,162.0,0.061,0.439,0,0,0,No
LHB-2403178,48,Female,Married,3,Bachelor's,SC,Own (with mortgage),14.0,Salaried-Private,1,10.0,113.5,1,692,254,0,3,1306.0,0.138,0.241,0,0,0,Yes
LHB-2407562,30,Male,Single,0,Bachelor's,DC,Own (outright),5.0,Salaried-Private,1,0.0,33.1,1,630,128,1,3,649.0,0.235,0.04,0,0,1,Yes
LHB-2400115,34,Female,Married,3,Bachelor's,KY,Live with Family,1.0,Self-Employed,1,12.0,53.5,1,578,100,1,3,1573.0,0.353,0.324,0,0,5,No
LHB-2402267,37,Male,Single,0,Master's,AK,Own (with mortgage),2.0,Salaried-Government,1,15.0,73.8,1,656,130,2,6,2584.0,0.42,0.422,0,0,0,Yes
LHB-2405473,35,Female,Single,0,Bachelor's,KY,Rent,12.0,Self-Employed,1,0.0,62.6,0,667,126,1,2,1789.0,0.343,0.402,0,0,1,Yes
LHB-2401444,38,Male,Divorced,1,Associate Degree,VA,Own (outright),2.0,Salaried-Private,1,2.0,89.3,1,601,200,3,1,2822.0,0.379,0.493,0,0,1,Yes
LHB-2401906,40,Female,Married,4,High School,WV,Rent,5.0,Contract,1,11.0,25.2,1,556,157,1,0,584.0,0.278,0.161,0,0,3,No
LHB-2406419,39,Female,Married,1,Master's,WV,Rent,6.0,Salaried-Private,1,0.0,132.3,0,709,173,0,2,1187.0,0.108,0.517,0,0,1,Yes
LHB-2400334,40,Male,Single,1,Associate Degree,CA,Own (with mortgage),2.0,Salaried-Private,1,1.0,97.7,1,605,215,1,4,2532.0,0.311,0.32,0,0,0,Yes
LHB-2400635,37,Male,Single,0,Bachelor's,DC,Live with Family,15.0,Salaried-Private,1,5.0,60.3,1,459,198,2,2,1274.0,0.254,0.335,1,0,2,No
LHB-2402287,67,Female,Married,4,Bachelor's,ME,Rent,5.0,Retired,0,0.0,59.3,1,559,424,1,3,1531.0,0.31,0.199,0,0,4,No
LHB-2406675,32,Female,Divorced,0,Master's,SC,Own (outright),3.0,Salaried-Private,1,0.0,69.5,1,600,121,4,2,2724.0,0.47,0.618,0,0,2,No
LHB-2400651,38,Female,Single,1,Associate Degree,ME,Own (with mortgage),3.0,Salaried-Government,1,1.0,42.8,1,549,180,4,3,1584.0,0.444,0.552,0,0,0,No
LHB-2405025,18,Female,Single,0,Associate Degree,AL,Rent,1.0,Contract,1,0.0,38.7,0,680,18,2,3,2108.0,0.654,0.249,0,0,2,No
LHB-2404217,46,Female,Married,0,Bachelor's,VA,Own (outright),16.0,Salaried-Private,1,3.0,67.3,1,496,252,2,5,2890.0,0.515,0.59,0,1,0,No
LHB-2407424,42,Male,Married,3,Associate Degree,TN,Own (with mortgage),1.0,Salaried-Government,1,6.0,53.6,1,607,196,0,1,602.0,0.135,0.503,0,0,2,Yes
LHB-2403730,31,Male,Married,0,Associate Degree,GA,Rent,11.0,Salaried-Private,1,3.0,19.0,1,454,128,0,2,396.0,0.25,0.335,0,0,3,Yes
LHB-2401545,37,Male,Single,0,High School,NC,Own (with mortgage),7.0,Self-Employed,1,3.0,33.0,0,587,159,1,5,1592.0,0.579,0.535,0,0,1,No
LHB-2400325,49,Female,Married,0,Master's,VA,Own (with mortgage),2.0,Salaried-Private,1,4.0,53.7,1,585,282,2,1,1312.0,0.293,0.379,0,0,0,No
LHB-2402558,57,Male,Single,0,Associate Degree,VA,Rent,3.0,Salaried-Private,1,0.0,53.5,1,626,351,0,4,1424.0,0.319,0.316,0,0,3,Yes
LHB-2407920,40,Male,Married,4,Master's,AL,Live with Family,4.0,Unemployed,0,0.0,12.0,0,622,168,2,3,1017.0,0.852,0.44,0,0,0,No
LHB-2402169,33,Male,Single,0,Bachelor's,NC,Rent,15.0,Salaried-Private,1,0.0,43.4,1,576,102,3,4,2937.0,0.812,0.6833,0,0,1,No
LHB-2406247,34,Male,Married,0,Bachelor's,AL,Own (with mortgage),1.0,Salaried-Private,1,0.0,103.6,1,647,186,1,2,1034.0,0.12,0.315,0,0,0,Yes
LHB-2401180,24,Male,Married,2,Bachelor's,FL,Rent,9.0,Salaried-Private,1,2.0,32.4,1,538,78,1,3,721.0,0.267,0.197,1,0,0,No
LHB-2401189,38,Male,Single,0,Bachelor's,VA,Rent,7.0,Salaried-Private,1,2.0,98.4,1,705,165,1,2,1206.0,0.147,0.198,0,0,2,Yes
LHB-2406202,42,Male,Married,0,Bachelor's,FL,Live with Family,3.0,Salaried-Private,1,2.0,79.4,1,636,236,2,3,1886.0,0.285,0.248,0,0,4,Yes
LHB-2407904,31,Female,Divorced,2,Master's,LA,Rent,1.0,Contract,1,7.0,75.2,1,580,109,2,5,2158.0,0.344,0.474,0,0,0,Yes
LHB-2404693,31,Female,Single,0,Bachelor's,ND,Rent,3.0,Salaried-Private,1,5.0,58.6,1,660,108,1,1,569.0,0.117,0.245,0,0,0,Yes
LHB-2404323,41,Male,Widowed,4,High School,HI,Own (with mortgage),4.0,Salaried-Private,1,0.0,43.9,1,729,191,0,0,627.0,0.171,0.479,0,0,0,Yes
LHB-2407584,53,Male,Single,1,Bachelor's,TN,Live with Family,2.0,Salaried-Government,1,0.0,138.3,1,748,336,1,2,1385.0,0.12,0.088,0,0,4,Yes
LHB-2405619,46,Male,Married,0,Doctorate,AR,Live with Family,2.0,Salaried-Private,1,1.0,147.2,1,702,254,1,6,2052.0,0.108,0.0,0,0,10,Yes
LHB-2405722,40,Female,Married,1,High School,VA,Own (with mortgage),5.0,Salaried-Private,1,0.0,41.1,1,636,192,0,3,749.0,0.219,0.171,0,0,0,Yes
LHB-2404121,49,Female,Divorced,1,Master's,DC,Own (with mortgage),4.0,Salaried-Private,1,3.0,79.6,0,647,264,1,3,1511.0,0.228,0.043,0,0,1,Yes
LHB-2404599,63,Male,Single,0,Master's,KY,Own (with mortgage),5.0,Retired,0,0.0,55.8,0,639,402,5,3,3431.0,0.738,0.516,0,0,0,No
LHB-2400800,30,Female,Single,0,Bachelor's,VA,Rent,3.0,Salaried-Private,1,0.0,44.6,1,594,90,0,2,594.0,0.16,0.633,0,1,0,No
LHB-2402600,33,Female,Widowed,4,Bachelor's,TN,Rent,6.0,Self-Employed,1,4.0,48.8,1,597,111,2,1,612.0,0.15,0.493,0,0,1,Yes
LHB-2403534,46,Male,Married,0,Bachelor's,NE,Live with Family,7.0,Salaried-Private,1,0.0,80.5,1,641,248,0,2,805.0,0.12,0.292,0,0,0,Yes
LHB-2406522,53,Female,Married,3,Associate Degree,NC,Own (outright),4.0,Contract,1,2.0,53.6,1,471,304,0,3,807.0,0.181,0.324,1,0,1,No
LHB-2402456,52,Male,Married,1,Associate Degree,WV,Own (with mortgage),13.0,Salaried-Private,1,1.0,85.1,1,774,323,1,6,1136.0,0.16,0.24,0,0,1,Yes
LHB-2400117,40,Male,Divorced,1,High School,TX,Rent,5.0,Salaried-Private,1,10.0,56.7,1,490,242,0,2,335.0,0.071,0.435,1,0,1,No
LHB-2402924,32,Female,Single,0,High School,AL,Own (with mortgage),4.0,Salaried-Private,1,5.0,41.3,1,659,140,2,2,1082.0,0.314,0.524,0,0,4,No
LHB-2401587,51,Female,Single,0,High School,OH,Own (with mortgage),5.0,Salaried-Private,1,6.0,40.7,1,614,285,1,2,475.0,0.14,0.295,0,0,2,Yes
LHB-2405100,29,Male,Married,0,Bachelor's,NC,Rent,3.0,Salaried-Government,1,0.0,55.1,1,522,77,1,0,549.0,0.12,0.388,0,0,6,No
LHB-2405180,32,Female,Married,1,Associate Degree,MS,Own (with mortgage),6.0,Salaried-Private,1,5.0,55.9,0,530,124,1,3,1536.0,0.33,0.355,0,0,1,No
LHB-2402652,55,Male,Divorced,4,Bachelor's,PA,Own (with mortgage),9.0,Salaried-Private,1,3.0,56.9,1,600,326,2,2,1420.0,0.299,0.499,0,0,3,Yes
LHB-2404319,76,Male,Divorced,1,Bachelor's,WI,Rent,4.0,Salaried-Private,1,8.0,56.3,1,477,533,1,5,1682.0,0.359,0.376,1,0,1,No
LHB-2401309,36,Female,Single,0,Bachelor's,NC,Own (with mortgage),5.0,Salaried-Private,1,4.0,64.7,1,645,157,2,0,720.0,0.134,0.475,1,0,2,No
LHB-2406738,33,Male,Married,2,High School,WV,Own (with mortgage),2.0,Salaried-Private,1,5.0,34.2,1,693,152,1,2,908.0,0.319,0.133,0,0,0,Yes
LHB-2405640,35,Female,Married,2,Master's,DC,Own (with mortgage),2.0,Salaried-Private,1,0.0,147.2,1,730,139,2,7,3995.0,0.23,0.181,0,0,1,Yes
LHB-2406896,41,Female,Married,3,Bachelor's,UT,Own (outright),2.0,Salaried-Government,1,0.0,46.2,1,645,198,5,1,1755.0,0.456,0.425,0,0,1,No
LHB-2407594,39,Female,Single,0,Bachelor's,AL,Own (with mortgage),4.0,Salaried-Government,1,1.0,82.4,0,650,145,1,4,1589.0,0.231,0.21,0,0,1,Yes
LHB-2401910,31,Male,Married,4,Master's,MS,Own (outright),4.0,Contract,1,4.0,59.1,1,622,148,1,7,1601.0,0.325,0.251,1,0,1,No
LHB-2402001,32,Male,Single,2,High School,FL,Rent,8.0,Salaried-Private,1,6.0,34.6,1,569,116,2,5,2537.0,0.852,0.549,0,0,1,No
LHB-2400453,65,Male,Married,2,Bachelor's,NV,Own (with mortgage),3.0,Retired,0,0.0,39.2,1,696,457,0,4,923.0,0.283,0.141,0,0,1,Yes
LHB-2403639,24,Male,Married,2,Master's,DC,Own (with mortgage),0.0,Salaried-Private,1,1.0,98.6,1,526,59,1,2,1274.0,0.155,0.168,1,0,0,No
LHB-2406166,48,Male,Divorced,0,Bachelor's,MS,Own (with mortgage),2.0,Salaried-Private,1,7.0,107.0,1,661,217,2,2,1511.0,0.169,0.351,0,0,1,Yes
LHB-2404853,19,Female,Single,1,High School,TX,Own (with mortgage),2.0,Salaried-Private,1,1.0,34.8,1,670,0,2,1,1379.0,0.476,0.21,0,0,2,No
LHB-2407503,39,Female,Married,1,Doctorate,SD,Rent,5.0,Salaried-Government,1,5.0,35.9,1,536,180,1,3,760.0,0.254,0.285,0,0,5,No
LHB-2407047,49,Male,Married,0,Bachelor's,MD,Own (with mortgage),5.0,Salaried-Government,1,11.0,64.0,1,790,274,3,6,3222.0,0.242,0.231,0,0,3,Yes
LHB-2405010,49,Male,Married,0,High School,VA,Own (with mortgage),2.0,Salaried-Private,1,0.0,62.4,1,631,302,1,5,1144.0,0.247,0.25,0,0,2,Yes
LHB-2407729,27,Female,Single,0,Bachelor's,MD,Own (with mortgage),5.0,Salaried-Government,1,5.0,51.5,1,482,105,2,4,914.0,0.213,0.217,0,0,0,No
LHB-2406304,52,Female,Single,0,Master's,KY,Rent,2.0,Salaried-Private,1,0.0,70.8,1,672,310,2,3,1546.0,0.262,0.527,0,0,1,Yes
LHB-2407010,23,Female,Married,0,Associate Degree,AL,Live with Family,0.0,Salaried-Private,1,0.0,46.6,1,554,47,2,4,1712.0,0.441,0.415,0,0,2,No
LHB-2405576,45,Male,Single,0,Associate Degree,AL,Own (outright),2.0,Salaried-Private,1,0.0,54.8,1,625,208,0,4,1347.0,0.295,0.212,0,0,0,Yes
LHB-2403481,51,Male,Married,3,Bachelor's,DC,Rent,7.0,Salaried-Government,1,2.0,122.4,0,666,271,1,1,2255.0,0.221,0.189,0,0,5,Yes
LHB-2404178,18,Male,Married,2,High School,SC,Own (with mortgage),1.0,Salaried-Private,1,1.0,34.1,1,516,0,0,4,1004.0,0.353,0.19,0,0,0,No
LHB-2403925,51,Male,Married,3,Bachelor's,NC,Own (with mortgage),20.0,Self-Employed,1,5.0,81.5,1,665,291,1,0,995.0,0.147,0.453,0,0,1,Yes
LHB-2402254,52,Male,Single,1,Associate Degree,AL,Rent,3.0,Contract,1,3.0,30.8,1,566,287,0,2,376.0,0.146,0.162,1,0,6,No
LHB-2406607,39,Male,Single,0,Bachelor's,IL,Rent,3.0,Salaried-Government,1,4.0,92.0,1,651,169,1,6,1887.0,0.246,0.346,0,0,2,Yes
LHB-2406373,42,Male,Divorced,2,Associate Degree,VA,Rent,2.0,Contract,1,5.0,60.5,1,599,190,2,1,1436.0,0.285,0.305,0,0,2,No
LHB-2403082,43,Male,Married,1,Associate Degree,ME,Own (with mortgage),4.0,Salaried-Private,1,0.0,34.8,0,634,254,0,4,843.0,0.291,0.625,0,0,1,No
LHB-2402998,50,Female,Married,1,Associate Degree,MT,Rent,6.0,Salaried-Private,1,4.0,63.1,0,608,288,1,2,1298.0,0.247,0.461,0,0,0,Yes
LHB-2406393,40,Female,Single,0,Bachelor's,IL,Rent,17.0,Salaried-Private,1,5.0,64.1,1,679,218,3,5,2420.0,0.453,0.263,0,0,2,Yes
LHB-2402610,20,Female,Married,0,Master's,NY,Own (with mortgage),4.0,Unemployed,0,0.0,12.0,1,607,30,3,0,1638.0,0.852,0.523,0,0,3,No
LHB-2404812,40,Male,Divorced,4,Bachelor's,GA,Rent,2.0,Salaried-Government,1,3.0,62.1,1,741,234,1,1,753.0,0.146,0.39,0,0,1,Yes
LHB-2401227,33,Female,Single,0,Associate Degree,TX,Live with Family,15.0,Unemployed,0,0.0,12.0,1,657,135,0,2,317.0,0.317,0.195,0,0,8,No
LHB-2407627,20,Male,Single,0,High School,DC,Own (with mortgage),1.0,Student,0,2.0,12.0,1,526,27,1,3,739.0,0.739,0.083,1,0,2,No
LHB-2404240,40,Male,Married,2,High School,DC,Own (with mortgage),5.0,Salaried-Private,1,2.0,35.1,1,758,180,4,1,2843.0,0.852,0.445,0,0,0,Yes
LHB-2406238,28,Female,Married,2,Associate Degree,NC,Rent,1.0,Salaried-Private,1,3.0,32.8,1,690,114,0,2,772.0,0.282,0.364,1,0,4,No
LHB-2406670,38,Male,Married,1,Bachelor's,WV,Own (with mortgage),15.0,Salaried-Private,1,13.0,59.1,1,699,165,1,1,1329.0,0.27,0.135,0,0,0,Yes
LHB-2401293,18,Female,Married,1,High School,MS,Rent,2.0,Student,0,0.0,12.0,1,524,13,0,0,69.0,0.069,0.028,0,0,1,No
LHB-2405896,47,Female,Divorced,2,Bachelor's,ND,Rent,4.0,Salaried-Private,1,3.0,68.9,1,574,259,1,2,1633.0,0.284,0.398,0,0,2,No
LHB-2405656,18,Male,Married,1,Bachelor's,KY,Rent,1.0,Student,0,0.0,16.2,1,504,29,0,7,968.0,0.717,0.626,0,0,8,No
LHB-2403834,57,Male,Single,1,Associate Degree,PA,Rent,2.0,Self-Employed,1,11.0,64.3,1,515,342,1,1,1082.0,0.202,0.316,1,0,0,No
LHB-2404835,31,Male,Widowed,1,High School,TN,Rent,5.0,Salaried-Private,1,0.0,76.7,1,683,148,1,1,948.0,0.148,0.189,0,0,3,Yes
LHB-2406719,39,Male,Married,6,Bachelor's,WV,Own (with mortgage),1.0,Self-Employed,1,1.0,97.5,0,489,152,1,5,2161.0,0.266,0.371,1,0,0,No
LHB-2404755,33,Male,Widowed,2,High School,FL,Rent,10.0,Salaried-Private,1,3.0,45.4,1,683,139,0,2,775.0,0.205,0.498,0,0,1,Yes
LHB-2403299,42,Female,Widowed,1,High School,MN,Own (with mortgage),9.0,Contract,1,8.0,45.7,1,653,217,1,0,1118.0,0.294,0.504,0,0,4,Yes
LHB-2402203,47,Female,Divorced,2,Bachelor's,TN,Rent,4.0,Salaried-Private,1,1.0,64.3,1,633,283,0,3,475.0,0.089,0.064,0,0,1,Yes
LHB-2404915,41,Male,Single,2,Doctorate,WY,Rent,3.0,Salaried-Private,1,3.0,130.0,0,579,224,2,2,2431.0,0.224,0.0,0,0,4,No
LHB-2404562,44,Male,Married,0,Bachelor's,KS,Own (outright),15.0,Unemployed,0,0.0,12.0,0,731,242,1,4,849.0,0.849,0.61,0,0,2,No
LHB-2400324,62,Male,Married,3,Doctorate,MS,Rent,4.0,Retired,0,0.0,127.6,1,722,409,1,2,1677.0,0.158,0.211,0,0,1,Yes
LHB-2402785,41,Male,Married,0,Associate Degree,SC,Own (with mortgage),10.0,Salaried-Private,1,2.0,42.0,1,561,208,0,6,1204.0,0.344,0.447,0,0,2,No
LHB-2402420,18,Male,Single,0,Doctorate,VA,Own (with mortgage),4.0,Salaried-Private,1,1.0,80.8,0,678,0,3,5,2030.0,0.301,0.564,0,0,1,Yes
LHB-2407045,42,Female,Divorced,4,Bachelor's,SC,Own (with mortgage),3.0,Salaried-Private,1,0.0,41.6,1,547,220,1,1,699.0,0.202,0.411,0,0,0,No
LHB-2404188,31,Male,Married,3,Bachelor's,FL,Live with Family,2.0,Salaried-Private,1,6.0,80.7,1,601,109,0,4,986.0,0.147,0.419,0,0,2,Yes
LHB-2401422,45,Male,Single,2,High School,MD,Own (with mortgage),18.0,Salaried-Private,1,1.0,73.3,1,601,282,2,4,1962.0,0.321,0.483,0,0,3,Yes
LHB-2404690,53,Female,Single,0,Doctorate,TX,Own (with mortgage),9.0,Salaried-Government,1,1.0,133.3,1,625,270,2,1,2254.0,0.203,0.361,0,0,6,No
